kda_agentkey,kda_mapkey,kda_kill,kda_death,kda_assist,kda_winrate,kda_atkwin,kda_defwin,kda_agentpr
29,6,10.5,11.4,3.2,0.48,0.50,0.49,0.03
30,6,9.6,10.5,2.4,0.44,0.49,0.48,0.04
31,6,11.6,11.6,3.8,0.48,0.51,0.49,0.01
32,6,9.2,10.2,4.5,0.48,0.50,0.48,0.01
33,6,11.3,12.4,5.1,0.48,0.51,0.49,0.04
34,6,10.5,11.5,3.9,0.47,0.51,0.49,0.04
35,6,12.5,12.9,4.1,0.49,0.51,0.49,0.07
36,6,10.9,11.5,3.3,0.51,0.51,0.50,0.06
37,6,11.3,11.7,3.5,0.51,0.51,0.49,0.04
38,6,11.1,11.8,4.3,0.50,0.51,0.49,0.08
39,6,11,12.2,3.7,0.50,0.51,0.49,0.14
40,6,11.3,11.3,3,0.49,0.51,0.49,0.07
41,6,12.8,11.5,3,0.50,0.51,0.49,0.14
42,6,13.8,12,3.4,0.51,0.51,0.49,0.13
43,6,11.1,10.9,3.4,0.51,0.51,0.49,0.09
44,6,10.7,11.2,3.8,0.51,0.51,0.49,0.02
45,6,10.5,11.4,3.2,0.48,0.50,0.49,0.03
46,6,9.6,10.5,2.4,0.44,0.49,0.48,0.04
47,6,11.6,11.6,3.8,0.48,0.51,0.49,0.01
48,6,9.2,10.2,4.5,0.48,0.50,0.48,0.01
49,6,11.3,12.4,5.1,0.48,0.51,0.49,0.04
50,6,10.5,11.5,3.9,0.47,0.51,0.49,0.04
51,6,12.5,12.9,4.1,0.49,0.51,0.49,0.07
52,6,10.9,11.5,3.3,0.51,0.51,0.50,0.06
53,6,11.3,11.7,3.5,0.51,0.51,0.49,0.04
54,6,11.1,11.8,4.3,0.50,0.51,0.49,0.08
55,6,11,12.2,3.7,0.50,0.51,0.49,0.14
56,6,11.3,11.3,3,0.49,0.51,0.49,0.07
57,6,12.8,11.5,3,0.50,0.51,0.49,0.14
58,6,13.8,12,3.4,0.51,0.51,0.49,0.13
59,6,11.1,10.9,3.4,0.51,0.51,0.49,0.09
60,6,10.7,11.2,3.8,0.51,0.51,0.49,0.02
61,6,10.5,11.4,3.2,0.48,0.50,0.49,0.03
62,6,9.6,10.5,2.4,0.44,0.49,0.48,0.04
63,6,11.6,11.6,3.8,0.48,0.51,0.49,0.01
64,6,9.2,10.2,4.5,0.48,0.50,0.48,0.01
65,6,11.3,12.4,5.1,0.48,0.51,0.49,0.04
66,6,10.5,11.5,3.9,0.47,0.51,0.49,0.04
67,6,12.5,12.9,4.1,0.49,0.51,0.49,0.07
68,6,10.9,11.5,3.3,0.51,0.51,0.50,0.06
69,6,11.3,11.7,3.5,0.51,0.51,0.49,0.04
70,6,11.1,11.8,4.3,0.50,0.51,0.49,0.08
71,6,11,12.2,3.7,0.50,0.51,0.49,0.14
72,6,11.3,11.3,3,0.49,0.51,0.49,0.07
73,6,12.8,11.5,3,0.50,0.51,0.49,0.14
74,6,13.8,12,3.4,0.51,0.51,0.49,0.13
75,6,11.1,10.9,3.4,0.51,0.51,0.49,0.09
76,6,10.7,11.2,3.8,0.51,0.51,0.49,0.02
77,6,10.5,11.4,3.2,0.48,0.50,0.49,0.03
78,6,9.6,10.5,2.4,0.44,0.49,0.48,0.04
79,6,11.6,11.6,3.8,0.48,0.51,0.49,0.01
80,6,9.2,10.2,4.5,0.48,0.50,0.48,0.01
81,6,11.3,12.4,5.1,0.48,0.51,0.49,0.04
82,6,10.5,11.5,3.9,0.47,0.51,0.49,0.04
83,6,12.5,12.9,4.1,0.49,0.51,0.49,0.07
84,6,10.9,11.5,3.3,0.51,0.51,0.50,0.06
85,6,11.3,11.7,3.5,0.51,0.51,0.49,0.04
86,6,11.1,11.8,4.3,0.50,0.51,0.49,0.08
87,6,11,12.2,3.7,0.50,0.51,0.49,0.14
88,6,11.3,11.3,3,0.49,0.51,0.49,0.07
89,6,12.8,11.5,3,0.50,0.51,0.49,0.14
90,6,13.8,12,3.4,0.51,0.51,0.49,0.13
91,6,11.1,10.9,3.4,0.51,0.51,0.49,0.09
92,6,10.7,11.2,3.8,0.51,0.51,0.49,0.02
93,6,10.5,11.4,3.2,0.48,0.50,0.49,0.03
94,6,9.6,10.5,2.4,0.44,0.49,0.48,0.04
95,6,11.6,11.6,3.8,0.48,0.51,0.49,0.01
96,6,9.2,10.2,4.5,0.48,0.50,0.48,0.01
97,6,11.3,12.4,5.1,0.48,0.51,0.49,0.04
98,6,10.5,11.5,3.9,0.47,0.51,0.49,0.04
99,6,12.5,12.9,4.1,0.49,0.51,0.49,0.07
100,6,10.9,11.5,3.3,0.51,0.51,0.50,0.06
101,6,11.3,11.7,3.5,0.51,0.51,0.49,0.04
102,6,11.1,11.8,4.3,0.50,0.51,0.49,0.08
103,6,11,12.2,3.7,0.50,0.51,0.49,0.14
104,6,11.3,11.3,3,0.49,0.51,0.49,0.07
105,6,12.8,11.5,3,0.50,0.51,0.49,0.14
106,6,13.8,12,3.4,0.51,0.51,0.49,0.13
107,6,11.1,10.9,3.4,0.51,0.51,0.49,0.09
108,6,10.7,11.2,3.8,0.51,0.51,0.49,0.02
109,6,10.5,11.4,3.2,0.48,0.50,0.49,0.03
110,6,9.6,10.5,2.4,0.44,0.49,0.48,0.04
111,6,11.6,11.6,3.8,0.48,0.51,0.49,0.01
112,6,9.2,10.2,4.5,0.48,0.50,0.48,0.01
113,6,11.3,12.4,5.1,0.48,0.51,0.49,0.04
114,6,10.5,11.5,3.9,0.47,0.51,0.49,0.04
115,6,12.5,12.9,4.1,0.49,0.51,0.49,0.07
116,6,10.9,11.5,3.3,0.51,0.51,0.50,0.06
117,6,11.3,11.7,3.5,0.51,0.51,0.49,0.04
118,6,11.1,11.8,4.3,0.50,0.51,0.49,0.08
119,6,11,12.2,3.7,0.50,0.51,0.49,0.14
120,6,11.3,11.3,3,0.49,0.51,0.49,0.07
121,6,12.8,11.5,3,0.50,0.51,0.49,0.14
122,6,13.8,12,3.4,0.51,0.51,0.49,0.13
123,6,11.1,10.9,3.4,0.51,0.51,0.49,0.09
124,6,10.7,11.2,3.8,0.51,0.51,0.49,0.02
125,6,10.5,11.4,3.2,0.48,0.50,0.49,0.03
126,6,9.6,10.5,2.4,0.44,0.49,0.48,0.04
127,6,11.6,11.6,3.8,0.48,0.51,0.49,0.01
128,6,9.2,10.2,4.5,0.48,0.50,0.48,0.01
129,6,11.3,12.4,5.1,0.48,0.51,0.49,0.04
130,6,10.5,11.5,3.9,0.47,0.51,0.49,0.04
131,6,12.5,12.9,4.1,0.49,0.51,0.49,0.07
132,6,10.9,11.5,3.3,0.51,0.51,0.50,0.06
133,6,11.3,11.7,3.5,0.51,0.51,0.49,0.04
134,6,11.1,11.8,4.3,0.50,0.51,0.49,0.08
135,6,11,12.2,3.7,0.50,0.51,0.49,0.14
136,6,11.3,11.3,3,0.49,0.51,0.49,0.07
137,6,12.8,11.5,3,0.50,0.51,0.49,0.14
138,6,13.8,12,3.4,0.51,0.51,0.49,0.13
139,6,11.1,10.9,3.4,0.51,0.51,0.49,0.09
140,6,10.7,11.2,3.8,0.51,0.51,0.49,0.02
141,6,10.5,11.4,3.2,0.48,0.50,0.49,0.03
142,6,9.6,10.5,2.4,0.44,0.49,0.48,0.04
143,6,11.6,11.6,3.8,0.48,0.51,0.49,0.01
144,6,9.2,10.2,4.5,0.48,0.50,0.48,0.01
145,6,11.3,12.4,5.1,0.48,0.51,0.49,0.04
146,6,10.5,11.5,3.9,0.47,0.51,0.49,0.04
147,6,12.5,12.9,4.1,0.49,0.51,0.49,0.07
148,6,10.9,11.5,3.3,0.51,0.51,0.50,0.06
149,6,11.3,11.7,3.5,0.51,0.51,0.49,0.04
150,6,11.1,11.8,4.3,0.50,0.51,0.49,0.08
151,6,11,12.2,3.7,0.50,0.51,0.49,0.14
152,6,11.3,11.3,3,0.49,0.51,0.49,0.07
153,6,12.8,11.5,3,0.50,0.51,0.49,0.14
154,6,13.8,12,3.4,0.51,0.51,0.49,0.13
155,6,11.1,10.9,3.4,0.51,0.51,0.49,0.09
156,6,10.7,11.2,3.8,0.51,0.51,0.49,0.02
157,6,10.5,11.4,3.2,0.48,0.50,0.49,0.03
158,6,9.6,10.5,2.4,0.44,0.49,0.48,0.04
159,6,11.6,11.6,3.8,0.48,0.51,0.49,0.01
160,6,9.2,10.2,4.5,0.48,0.50,0.48,0.01
161,6,11.3,12.4,5.1,0.48,0.51,0.49,0.04
162,6,10.5,11.5,3.9,0.47,0.51,0.49,0.04
163,6,12.5,12.9,4.1,0.49,0.51,0.49,0.07
164,6,10.9,11.5,3.3,0.51,0.51,0.50,0.06
165,6,11.3,11.7,3.5,0.51,0.51,0.49,0.04
166,6,11.1,11.8,4.3,0.50,0.51,0.49,0.08
167,6,11,12.2,3.7,0.50,0.51,0.49,0.14
168,6,11.3,11.3,3,0.49,0.51,0.49,0.07
169,6,12.8,11.5,3,0.50,0.51,0.49,0.14
170,6,13.8,12,3.4,0.51,0.51,0.49,0.13
